conversationId	utteranceNum	wizard utterance	user utterance	entity	sentiment
CCPE-2d67c	1.0		I like movies like Spotlight, so I'm looking for something that's meaningful like a good Spotlight kind of a movie.	Spotlight	1.0
CCPE-2d67c	9.0		Star Wars	star wars	
CCPE-2d67c	15.0	have a you seen Trainwreck? if so did you like it?	Yes, that was really funny.	Trainwreck	2.0
CCPE-2f2bd	7.0	is there any particular movie that you've liked a lot?	Nothing in particular. I mean you know one of my favorite movies is Shawshank Redemption of all time.	The Shawshank Redemption	3.0
CCPE-2f2bd	19.0		Plan 9 from Outer Space, it was just a silly movie.	Plan 9 from Outer Space	-1.0
CCPE-2f2bd	26.0	have you seen Gone Girl?	No, I have not seen Gone Girl.	Gone Girl	
CCPE-2f2bd	28.0	how about Avatar?	I've seen Avatar.	Avatar	
CCPE-2f844	4.0	Is there a specific title you enjoy?	I love The Recruit.	The Recruit	3.0
CCPE-2f844	6.0	what makes you like The Recruit	I like The Recruit because of the fast pace, action, adrenaline, and the espionage that the movie has involved in it. And the way the plot is laid out.	The Recruit	2.0
CCPE-2f844	16.0	have you seen Jason Bourne	Yes.	Jason Bourne	
CCPE-303d3	5.0	got it, can you name a specific movie you liked?	I really liked The Avengers.	Marvel's The Avengers	2.0
CCPE-303d3	7.0	ok, what about the avengers did you like?	I liked the consistency of action and also the humanity of the storytelling.	Marvel's The Avengers	2.0
CCPE-303d3	11.0	ok, can you name a movie you've seen that you disliked?	I did not like 30 dresses.	27 Dresses	-1.0
CCPE-303d3	15.0	got it, have you seen the movie aquaman?	Yes.	Aquaman	
CCPE-3073b	3.0	Tell me one of your favorite movies.	Texas Chain Saw Massacre	The Texas Chainsaw Massacre	3.0
CCPE-3073b	13.0	Did you like Skyscraper?	I've never seen it.	Skyscraper	
CCPE-3073b	17.0	Alright, did you like Mission: Impossible - Rogue Nation?	I never saw it.	Mission: Impossible Rogue Nation	
CCPE-3073b	21.0	Alright, did you like The Shining?	It's all right.	The Shining	0.0
CCPE-3073b	25.0	Okay, so have you seen Batman Begins?	Yes.	Batman Begins	
CCPE-3073b	31.0	Okay, so what about Birdman?	I've never seen it.	BirdMan	
CCPE-3073b	33.0	ok, how about ant-man	Never seen it.	Ant-Man	
CCPE-3073b	35.0	The avengers?	Never seen it.	Marvel's The Avengers	
CCPE-3073b	37.0	how about John Wick?	I haven't seen it, but I would like to see it.	John Wick	1.0
CCPE-3073b	41.0	okay, how about Interstellar?	Never heard of it.	Interstellar	
CCPE-3073b	43.0	ok. did you like A quiet place?	Never seen it.	A Quiet Place	
CCPE-3073b	45.0	did you like Breathe?	Never seen it.	Breathe	
CCPE-3073b	47.0	ok. how about The Commuter	Never seen it.	The Commuter	
CCPE-3073b	49.0	did you like Blade Runner 2049	I haven't seen that but I would like to see it.	Blade Runner 2049	1.0
CCPE-314b0	3.0	What is a movie that you recently watched that you enjoyed?	Recently, I watched I watched Deadpool, and I thought it was pretty good. It was pretty It was It was kind of more playful than I thought it would be.	Deadpool	2.0
CCPE-314b0	5.0	What about a movie that you didnt enjoy at all?	I saw Jurassic World and man, it was pretty stupid.	Jurassic World	-3.0
CCPE-314b0	7.0	What didnt you like about it?	I felt like it tried to recreate the first Jurassic Park a little too much, and then it was kind of over the top. Like Like some of the attractions and stuff, like the whole Actually, the whole raptor wrangler thing was pretty silly.	Jurassic Park	-2.0
CCPE-314b0	9.0	Have you seen Ready Player One?	I've seen Ready Player One.	Ready Player One	
CCPE-318c0	9.0	ok, can you tell me about a movie you dislike?	A movie that I dislike? Project X.	Project X	-1.0
CCPE-318c0	14.0	ok, can you tell me have you seen the movie coco?	No, I haven't seen it.	Coco	
CCPE-318c0	16.0	ok, have you seen the predator?	There's action in it, there's there's gore, there's there's killings, there's violence.	Predator	
CCPE-32673	5.0	those are great reasons. can you name a specific movie that fits that category, and tell me why you like that type of movie	Recently I watched Spider-Man: Into the Spider-Verse, and it was just amazing because it it's about what happens after the original Spider-Man retires.	Spider-Man: Into the Spider-Verse	3.0
CCPE-32673	8.0	thanks for sharing. could you also name a movie that fits one of those categories that you didn't like, and why you didn't like that type of movie	Okay. A recent horror film I watched was Bird Box. I'm not sure you could say it was horror, but there was no point in the story because you never get to see the monster. It was just suspense the whole time. And, I don't know, it was kind of boring.	Bird Box	-2.0
CCPE-32673	10.0	have you heard of batman vs superman?	Yes, I have.	Batman v Superman: Dawn of Justice	
CCPE-3468f	5.0	What is one of your favorite movies?	Blade Runner 2014, hey I like like that one.	Blade Runner 2049	3.0
CCPE-3468f	11.0	okay. have you seen the movie mission impossible?	I have.	Mission: Impossible	
CCPE-3468f	16.0	have you seen the movie the mummy?	And Yes, I've seen that one.	The Mummy	
CCPE-35c79	3.0	Is there a particular film you enjoy?	Yes. I love You've Got Mail.	You've got mail	3.0
CCPE-35c79	8.0	Is there a particular movie you don't enjoy?	The ugly truth is that movie I really don't like that's like a romantic comedy I don't like.	The Ugly Truth	-2.0
CCPE-35c79	12.0	Have you heard about the movie Deadpool?	Yes.	Deadpool	
CCPE-35c79	16.0	What did you like about that kind of movie?	I really like superhero movies which Deadpool is one, but this is a different one where there is a lot of focus on comedy and the writing is very important because there is such a focus on comedy and, so it's different but it really works. It's a very entertaining and a very atypical for a superhero movie and Ryan Reynolds is just great in it.	Deadpool	3.0
CCPE-36f28	5.0	Alright, what's one of your favorite movies?	Well, Back to the Future, the whole trilogy, I guess.	Back to the Future	3.0
CCPE-36f28	9.0	OK. Now tell me about a movie you didn't like.	I guess Super Troopers, cuz it was kind of one of those movies that the comedy wasn't as good as it could have been, and it was It just really wasn't funny. It was corny and dorky, and how they initiated and executed like you know, just parts of the story of	Super Troopers	-2.0
CCPE-36f28	13.0	Have you seen the Guardians of the Galaxy?	Yes. First one.	Guardians of the Galaxy	
CCPE-36f28	19.0	Ok. And have you seen A Space Odyssey?	I've not seen the Space Odyssey.	2001: A Space Odyssey	
CCPE-36f28	24.0	Alright, What about the Justice League? Have you seen that one?	I haven't seen that one yet.	Justice League	
CCPE-36f28	28.0	Aw, man! So not very interested to see it?	Not really. I'm more interested in like the single comic book characters like Batman, like Dark Knight. I saw those. Superman one was okay. Like Man of Steel.	Man of Steel	1.0
CCPE-36f28	28.0	Aw, man! So not very interested to see it?	Not really. I'm more interested in like the single comic book characters like Batman, like Dark Knight. I saw those. Superman one was okay. Like Man of Steel.	The Dark Knight	1.0
CCPE-36f28	29.0		Captain America	Captain America: The First Avenger	
CCPE-36f28	31.0	Fair enough. What did you think of Captain America?	I like I like how they built up the story and how he went to the army and just the cinematics of it was very good.	Captain America: The First Avenger	2.0
CCPE-36f28	34.0		They were like like the new Spider-Man: Homecoming I think with the the kind of I don't know. It was cheesy. It wasn't like more serious, like even the first The second one with Andrew Garfield was pretty good.	Spider-Man: Homecoming	-1.0
CCPE-376e9	5.0	can you name a movie that you really liked?	Yeah. Have you ever watched Rocky?	Rocky	1.0
CCPE-376e9	14.0	can you name a movie that you didn't like?	If I think of that sports movie, it was a really bad movie called Blades of Glory which was with	Blades of Glory	-3.0
CCPE-376e9	19.0	have you seen die hard?	Oh yeah, I've seen Die Hard. I think everybody's seen Die Hard. It's a Christmas tradition almost and yeah, I've seen it.	Die Hard	
CCPE-37b8b	3.0	Can you give me some more details?	My movies in particular, like comedy-wise, I like Billy Madison, Happy Gilmore, like action movies, I really enjoy like superhero movies.	Billy Madison	2.0
CCPE-37b8b	3.0	Can you give me some more details?	My movies in particular, like comedy-wise, I like Billy Madison, Happy Gilmore, like action movies, I really enjoy like superhero movies.	Happy Gilmore	2.0
CCPE-37b8b	13.0	can you name one of your favorite movie	Billy Mason	Billy Madison	3.0
CCPE-37b8b	15.0	What about movies you don't like?	Any kind of like romance movie like the Note Book.	The Notebook	-2.0
CCPE-37f79	1.0	what kind of movies do you like?	i like thriller. I like horror movies a lot. I liked Psycho. I liked American Psycho. I liked the chainsaw massacre series.	American Psycho	2.0
CCPE-37f79	1.0	what kind of movies do you like?	i like thriller. I like horror movies a lot. I liked Psycho. I liked American Psycho. I liked the chainsaw massacre series.	Psycho	2.0
CCPE-37f79	1.0	what kind of movies do you like?	i like thriller. I like horror movies a lot. I liked Psycho. I liked American Psycho. I liked the chainsaw massacre series.	the chainsaw massacre series	2.0
CCPE-37f79	9.0		The Simpsons Movie I didn't like.	The Simpsons Movie	-2.0
CCPE-37f79	13.0	have you seen Deadpool?	No.	Deadpool	
CCPE-37f79	15.0	how about The Matrix?	I haven't seen either of those films.	The Matrix	
CCPE-3842b	3.0	Is there a particular film you enjoy?	the hate you The Hate U Give	The Hate U Give	1.0
CCPE-3842b	11.0	Have you heard about the movie Searching?	Yes.	Searching	
CCPE-38479	5.0	can you think of one of your favorite movies?	Saving Private Ryan	Saving Private Ryan	3.0
CCPE-38479	13.0	have you watched the movie Deadpool?	I watched part of it, I wasn't really entertained.	Deadpool	-1.0
CCPE-387c5	6.0	Can you name a particular movie that you like?	I think one movie that comes to mind is Inception, because it has really good action and really good character development, and it has a nice twist at the end. It's not a super big twist, but it is a twist.	Inception	2.0
CCPE-387c5	12.0	Do you like the movie Reservoir Dogs?	I do like the movie Reservoir Dogs.	Reservoir Dogs	1.0
CCPE-387c5	18.0	Do you like the movie The Shape of Water?	I like The Shape of Water. It's pretty interesting. It has a nice storyline. It has good acting. Not my favorite movie, but I still appreciate it for what it is.	The Shape of Water	2.0
CCPE-38f54	2.0	what type of movies do you like	I like Mr. Rodgers Neighborhood, the documentary, once you get my neighbor, I thought that was really good.	Won't You Be My Neighbor?	2.0
CCPE-38f54	7.0	Nice, are there any similar movies that you like?	Yeah, I would say like I liked Of Mice and Men. I thought that was really good. The 19 The The TV movie in the '80s. I don't think it was a TV movie, but it was in the '80s. It was John Malkovich played Lennie, and that was a really good adaptation. I thought it was better tha the 1920s film.	Of Mice and Men	2.0
CCPE-38f54	13.0	Did you like the movie Christopher Robin?	I never seen that movie.	Christopher Robin	
CCPE-38f54	15.0	How about Wonder Woman?	I've never seen it. Again, like, I don't watch movies a whole lot.	Wonder Woman	
CCPE-38f54	16.0		I haven't really seen The last, like, I think the last time I was in a movie theater, I saw Avatar and I kind of liked that. That was a long, long time ago. Many, many years.	Avatar	
CCPE-391df	4.0	Comedies like Dumb and Dumber?	It was okay, but I don't particularly like comedies about people doing dumb stuff.	Dumb and Dumber	0.0
CCPE-391df	7.0		Oh I guess Deadpool was pretty good.	Deadpool	1.0
CCPE-391df	9.0	What did you like about Deadpool?	That was pretty sarcastic, the hero didn't take himself too seriously I liked that.	Deadpool	1.0
CCPE-391df	11.0	What didn't you like about Deadpool?	What didn't I like about it?	Deadpool	
CCPE-391df	14.0	Did you like Thor:Ragmarok?	I haven't seen it.	Thor: Ragnarok	
CCPE-391fa	4.0	so do you like movies similar to Fast and the Furious?	They're not my number one favorite, but I do enjoy those movies. Maybe that's	The Fast and the Furious	2.0
CCPE-391fa	5.0		I mean, it's They're not They wouldn't be my top if If there was a choice between that and maybe say a new Superman movie, I'd probably go see the Superman movie. But if I'm not doing anything else, I'll definitely probably watch Fast and the Furious. I've seen the last couple for sure, so	Man of Steel	1.0
CCPE-391fa	5.0		I mean, it's They're not They wouldn't be my top if If there was a choice between that and maybe say a new Superman movie, I'd probably go see the Superman movie. But if I'm not doing anything else, I'll definitely probably watch Fast and the Furious. I've seen the last couple for sure, so	The Fast and the Furious	2.0
CCPE-391fa	8.0	What's one of your favorite movies?	I really liked the Black Panther. I thought it was a interesting take on maybe not as popular characters, you know? As Thor and The Hulk, and all the the other adventures. I thought it was a really well well done movie and it was definitely wasn't a typical superhero Marvel movie, it went a lot deeper than than just that.	Black Panther	3.0
CCPE-391fa	16.0	What type of movies do you not like?	I'm not a fan of horror movies. Not because they are scary just because I'm just not a fan. I don't I guess I was when I was younger, but I watched all those Friday the 13th movies when they first came out. But, it's just to me they are just so over done a lot of times nowadays. And, now there seems to be a new one every week almost or every two weeks. I'm just not a fan. Not a	friday the 13th movies	
CCPE-391fa	19.0		I did not see Bridesmaids, but I generally like those types of movies. But yeah, I didn't see that one, so I can't really say about that. But those types of movies, yeah. Those buddy buddy type movies, kind of like The Hangover. I did watch all those. Those were pretty good. Yeah, those are fun sometimes, if they're good. Not so much if they're if they're just kind of not not very good. If they're not If they don't have a good writer, they're not as good. But yeah, movies like	Bridesmaids	
CCPE-391fa	19.0		I did not see Bridesmaids, but I generally like those types of movies. But yeah, I didn't see that one, so I can't really say about that. But those types of movies, yeah. Those buddy buddy type movies, kind of like The Hangover. I did watch all those. Those were pretty good. Yeah, those are fun sometimes, if they're good. Not so much if they're if they're just kind of not not very good. If they're not If they don't have a good writer, they're not as good. But yeah, movies like	The Hangover	2.0
CCPE-391fa	20.0		The Hangover. I like those types.	The Hangover	2.0
CCPE-391fa	22.0	what about movies like Superbad?	Yeah, I enjoyed Superbad. It was kind of ahead of its time a little bit. It's had a lot of imitators since then, but at the time, that was a	Superbad	2.0
CCPE-39c55	4.0		one of my favorites is called Catch and Release, and that's actually a more That's a romantic Yeah, it's It's different. It's sort of It is a romantic comedy, but it has a little more seriousness to it because at the start of it, it's goes off of following somebody's death, so it's sort of like a quieter movie, and it's not as laugh out loud as a lot of comedies	Catch and Release	3.0
CCPE-39c55	7.0	Is there a movie you dislike?	I really didn't like A Good Day to Die Hard.	A Good Day to Die Hard	-2.0
CCPE-39c55	9.0	What makes you dislike it?	So A Good Day to Die Hard is a movie I dislike. That is a action movie, but I usually like action movies, and in fact, A Good Day to Die Hard is part of a series of movies, the Die Hard series. So I thought I thought I would like it, except this one is terrible. It has It does have good technical action sequences, but the storyline is terrible. They don't use the main character from entire series well.	A Good Day to Die Hard	-1.0
CCPE-39c55	13.0	Have you seen the movie Crazy Rich Asians?	I haven't seen that yet but I really want to.	Crazy Rich Asians	
CCPE-39c55	15.0	Have you seen the movie The Wife?	No, I don't think so.	The Wife	
CCPE-39c55	17.0	Have you seen the movie Bridesmaids?	Absolutely.	Bridesmaids	
CCPE-39c55	19.0	Did you enjoy this film?	I love Bridesmaids.	Bridesmaids	2.0
CCPE-39c55	24.0	Have you seen the movie The Shape of Water?	I have not.	The Shape of Water	
CCPE-39c55	26.0	Have you seen the movie Star Wars?	Yes, of course.	star wars	
CCPE-39c55	28.0	What did you think about this film?	Star Wars is iconic. It is epic. I love I love the Star Wars films. It's It's an event. You know, you go It's It's really It really is an immersive experience in a completely different world. But it It's It's a lot of fun. You have to You have to just immerse yourself in it and enjoy the ride.	star wars	2.0
CCPE-39d8a	5.0	adam sandler, ok which movie you like with him in it	My favorite Adam Sandler movie is The Waterboy. And I don't like his newer stuff, but definitely his older stuff from the mid 2000s is is is all good.	The Waterboy	3.0
CCPE-39d8a	14.0	thats not funny	I like the Sci-Fi movie called Event Horizon.	Event Horizon	1.0
CCPE-39d8a	15.0		If I had a choice between any movie I want, I would probably pick a sci-fi movie like Event Horizon or one of the newer Star Trek movies.	star trek	0.0
CCPE-39d8a	19.0	ok would you go watch lets say the notebook if someone invited you	No, I wouldn't.	The Notebook	-1.0
CCPE-39d8a	25.0	would you be ok with romantic elements in movies like star trek or star wars?	No, I think those scenes are also a waste of time.	star trek or star wars	-1.0
CCPE-3a052	7.0	Can you name a particular movie you like?	I really like The Shawshank Redemption.	The Shawshank Redemption	2.0
CCPE-3a052	11.0	I see. Can you tell me a movie you did not like?	I really didn't like the I can't think of the name of it, pretty women	Pretty Woman	-2.0
CCPE-3a052	15.0	What about the matrix? did you like that?	No, I didn't really like that movie.	The Matrix	-1.0
CCPE-3afe6	3.0	What is an animated movie that you like?	I like the movie Wall-E.	WALL-E	1.0
CCPE-3afe6	5.0	why do you like the movie Wall-E	I love the whole story line and it was sort of realistic. It's something that can happen to us actually in the future and I love the characters.	WALL-E	1.0
CCPE-3afe6	9.0	Is there a title in that genre that you don't like specifically?	Don't really have much interest for Star Wars.	star wars	-1.0
CCPE-3afe6	11.0	What don't you like about science fiction and Star Wars?	I think the story line is just too much to take in, and sometimes it gets a little bit too boring for me.	star wars	-1.0
CCPE-3afe6	17.0	Have you seen Moana?	Yes, I have seen Moana.	Moana	
CCPE-3afef	3.0	Can you name a particular movie that you like?	Guardians of the Galaxy. That one was out a few years ago, but I was disappointed with the ending.	Guardians of the Galaxy	-1.0
CCPE-3afef	7.0	Can you name a movie that you do not like?	I didn't like the ending to Guardians of the Galaxy.	Guardians of the Galaxy	-1.0
CCPE-3afef	17.0	Can you name another movie, and one that you do not like?	What's the remake to Children of the Corn? I couldn't even watch that movie. It isn't the same.	Children of the Corn	-3.0
CCPE-3afef	23.0	Do you like the movie The Shape of Water?	I haven't seen it.	The Shape of Water	
CCPE-3afef	25.0	Do you like the movie Star Wars?	sort of	star wars	0.0
CCPE-3afef	28.0	Do you like the movie Nocturnal Animals?	I haven't heard of it.	Nocturnal Animals	
CCPE-3afef	31.0	Do you like the movie Black Klansman?	No.	BlacKkKlansman	-1.0
CCPE-3afef	35.0	Do you like the movie The Drop?	It doesn't sound that great. I haven't heard of it though.	The Drop	
CCPE-3afef	37.0	Do you like the movie Star Wars?	Who doesn't? The remakes are trailing off a little bit.	star wars	1.0
CCPE-3bb38	4.0	Is there a particular film you enjoy?	I like Set It Off.	Set It Off	1.0
CCPE-3bb38	12.0	Have you heard about the movie Get Out?	Yes.	Get Out	
CCPE-3bb38	17.0	Have you heard about the movie Black Panther?	Yes.	Black Panther	1.0
CCPE-3bfbd	3.0	Can you name a particular movie that you like?	I like a Toy Story 3.	Toy Story 3	1.0
CCPE-3bfbd	7.0	Can you name a movie that you do not like?	I didn't really care for The Jungle Book.	The Jungle Book	-1.0
CCPE-3bfbd	11.0	Do you like the movie The Grinch?	I like the original one that came out. I don't like the remake.	The Grinch	1.0
CCPE-3bfbd	13.0	Why do you dislike about the remake? Please give 2 reasons.	I just liked Jim Carrey, and I didn't feel that the movie needed to be remade.	jim carrey	1.0
CCPE-3bfbd	15.0	Do you like the movie Harry Potter and the Chamber of Secrets?	Yes, I do like that movie.	Harry Potter and the Chamber of Secrets	2.0
CCPE-3bfbd	19.0	Do you like the movie Upgrade?	I don't know that movie.	Upgrade	
CCPE-3bfbd	23.0	Do you like the movie .Thor: The Dark World?	Yes, I did like that movie.	Thor: The Dark World	2.0
CCPE-3c811	6.0	have you seen game night?	No, I have not.	Game Night	
CCPE-3c811	8.0	ok how about The Scorpion King: Book of Souls	No, I have not.	Scorpion King: Book of Souls	
CCPE-3c811	10.0	Kingsman: The Secret Service	Yes. I saw the first one.	Kingsman: The Secret Service	
CCPE-3c811	21.0	is there a particular movie you remember?	Back in high school when we watched the ring.	The Ring	
CCPE-3d898	3.0	Can you name a particular movie that you like?	I like Training Day.	Training Day	2.0
CCPE-3d898	12.0	He made his feature film debut in the comedy A Carbon Copy (1981) and was cast on the hit TV medical drama St. Elsewhere (1982-8)	Oh, that's interesting.	Carbon Copy	
CCPE-3d898	12.0	He made his feature film debut in the comedy A Carbon Copy (1981) and was cast on the hit TV medical drama St. Elsewhere (1982-8)	Oh, that's interesting.	st. elsewhere	
CCPE-3d898	14.0	Can you name a movie that you do not like?	I hate the Saw movies. I hate Saw, that movie.	Saw	-3.0
CCPE-3d898	18.0	Do you like the movie The Lord of the Rings: The Fellowship of the Ring?	I never seen The Lord of the Rings: The Fellowship of the Ring.	The Lord of the Rings: The Fellowship of the Ring	
CCPE-3d898	24.0	Do you like the movie The Hunger Games: Mockingjay - Part 1?	Yes, I love the movie Hunger Game: Mockingjay Part 1.	The Hunger Games: Mockingjay - Part 1	3.0
CCPE-3d898	28.0	Do you like the movie Forrest Gump?	Yes, I love the movie Forrest Gump.	Forrest Gump	3.0
CCPE-3d898	32.0	Do you like the movie Johnny English Strikes Again?	I never see Johnny English Strikes Again.	Johnny English Strikes Again	
CCPE-3d898	36.0	Do you like the movie The Hobbit: The Battle of the Five Armies?	Now I don't like the movie The Hobbit: The Battle of the Five Armies.	The Hobbit: The Battle of the Five Armies	-2.0
CCPE-3d898	42.0	Do you like the movie Christopher Robin?	Yes.	Christopher Robin	2.0
CCPE-3d898	46.0		Do you like the movie Waiting to Exhale?	Waiting to Exhale	
CCPE-3d898	48.0	i have not seen Waiting to Exhale, but it's on my list to watch. I love Whitney	Me, too.	Waiting to Exhale	
CCPE-3e8c9	3.0	Is there a movie you can name that you really liked?	Sure. Best in Show is one of my all-time favorite movies.	Best in Show	3.0
CCPE-3e8c9	5.0	Don't think I've seen it. And can you tell me what you liked about those types of movies?	Sure, that is a Best in Show as a mockumentary style movie and it is from Christopher Guest, his other ones are fantastic as well like Waiting for Guffman. And they are all sort of trying to stay true to what they are in mocking but also trying to have a comedic turn. So, this one is a dog show and is just hilarious it is it does really	Best in Show	3.0
CCPE-3e8c9	5.0	Don't think I've seen it. And can you tell me what you liked about those types of movies?	Sure, that is a Best in Show as a mockumentary style movie and it is from Christopher Guest, his other ones are fantastic as well like Waiting for Guffman. And they are all sort of trying to stay true to what they are in mocking but also trying to have a comedic turn. So, this one is a dog show and is just hilarious it is it does really	Waiting for Guffman	3.0
CCPE-3e8c9	8.0	Sounds funny! I'll add it to my movie queue. Okay Google, add Best in Show to my Movie queue. Done.	You should	Best in Show	
CCPE-3e8c9	10.0	Perfect, now that I know what movie you like, can you name one you don't like? What would be last on your list?	Like Dude, Where's My Car?, that was terrible.	Dude, where's my car?	-3.0
CCPE-3e8c9	12.0	What about that kind of movie didn't you like?	"It's a comedy and it knows it's dumb, but it's too dumb. So it's the The script is limited at best, where they're saying you know, ""Dude, dude, dude."" constantly, and it's just It's sort of like in the vein of like a Dumb and Dumber or Bill and Ted's Excellent Adventure. It's Like you know what they're going for, but it's just too dumb. The other two are too dumb for me, too. Just very simple and not"	Bill and Ted's Excellent Adventure	-2.0
CCPE-3e8c9	12.0	What about that kind of movie didn't you like?	"It's a comedy and it knows it's dumb, but it's too dumb. So it's the The script is limited at best, where they're saying you know, ""Dude, dude, dude."" constantly, and it's just It's sort of like in the vein of like a Dumb and Dumber or Bill and Ted's Excellent Adventure. It's Like you know what they're going for, but it's just too dumb. The other two are too dumb for me, too. Just very simple and not"	Dumb and Dumber	-2.0
CCPE-3e8c9	17.0	Perfect. By any chance have you seen Thor? It's action adventure with some comedy.	I absolutely have seen Thor.	Thor	
CCPE-3e8c9	19.0	Did you like it?	Yes, I really like Thor.	Thor	3.0
CCPE-3e8c9	26.0	Have you seen Wonder Woman? Similar, but not as funny.	I have not seen Wonder Woman yet, but I expect to like it when I do.	Wonder Woman	1.0
CCPE-3e8c9	29.0	Have you seen Bridesmaids? It's not action, but it is pretty funny.	I I have definitely seen bridesmaids and I love bridesmaids.	Bridesmaids	3.0
CCPE-3f256	5.0	Interesting, is there a sad movie that you like?	I like The Lion King.	The Lion King	1.0
CCPE-3f256	12.0		Like the Sharknado, that was a terrible movie.	Sharknado	-3.0
CCPE-3f256	17.0	Alright, have you seen Doctor Strange	Doctor Strange no but I heard of it. People say it's good but I there's this so many so many seasons.	Doctor Strange	0.0
CCPE-3f256	19.0	Have you seen then Spirited Away	Spirited Away yeah yeah. I saw I saw it. It's an anime, right?	Spirited Away	
CCPE-3f941	6.0		Inception	Inception	
CCPE-3f941	8.0	Why did you like inception?	Because it was not only his fantasy, it was also real life. And the characters were well portrayed.	Inception	2.0
CCPE-3f941	10.0	alright, is there a movie you did not like?	I do not like Fast and Furious.	The Fast and the Furious	-2.0
CCPE-3f941	14.0	Ok, then have you seen the movie Avatar?	Yes.	Avatar	
CCPE-3f941	16.0	What is it about these kinds of movies that you like or dislike?	I liked the graphics and things of Avatar. But it was still kind of fake. But I do like how cool it was. Thank you.	Avatar	2.0
CCPE-3fd23	4.0		You know, it's interesting you should ask that, because I I really do enjoy the drama films. And they go back to like the core of acting too, like there's not a whole lot of like action in there. Like I really liked About Schmidt. I don't know if you could call that a drama film, but there's a lot of drama in that film.	About Schmidt	2.0
CCPE-3fd23	10.0		Jeez, The Bye Bye Man I really didn't like.	The Bye Bye Man	-2.0
CCPE-3fd23	15.0	have you heard of the movie Big Hero 6?	No, I haven't heard of that movie. I don't watch like a lot of new movies, I don't really watch a lot of. I like some of the older movies, but I I really haven't watched movies in a long time.	Big Hero 6	
CCPE-3fd23	17.0	okay. Have you seen the movie Inglorious Bastards?	No, I haven't seen that movie.	Inglourious Basterds	
CCPE-3fd23	19.0	what about black swan?	No, I haven't seen Black Swan. I've seen	Black Swan	
CCPE-3fd23	20.0		Oh, The Burmese Harp. I saw I saw The Burmese Harp.	Burmese Harp	
CCPE-400ce	1.0	could you Tell me what type of movies you like.	I like funny movies like Clueless.	Clueless	2.0
CCPE-400ce	6.0	How about one of your favorites?	Clueless	Clueless	3.0
CCPE-400ce	8.0	How about something like Harry Potter and the Chamber of Secrets	I did like that film.	Harry Potter and the Chamber of Secrets	1.0
CCPE-400ce	16.0	Ok thanks. How about something like Divergent?	I'm not familiar with that film.	Divergent	
CCPE-400ce	19.0	what about Forrest Gump	I really liked that film.	Forrest Gump	2.0
CCPE-400ce	26.0	How about Mama mia?	Sure, I would see that film.	Mamma Mia!	1.0
CCPE-400ce	30.0	is there something in particular you could comment about?	I like the the musical, The Sound of Music.	The Sound of Music	1.0
CCPE-41405	5.0	Is there a specific movie you enjoy from this genre?	I do like Child's Play. I've been watching a lot of that lately. I love Chucky.	Child's Play	3.0
CCPE-41405	14.0	Have you seen Black panther	Yes.	Black Panther	
CCPE-41cdd	4.0	What was the last movie that you watched that you enjoyed?	the looking glass	The Looking Glass	2.0
CCPE-41cdd	8.0	What about a movie that you didn't like?	I did not like Halloween.	Halloween	-2.0
CCPE-41cdd	10.0	What didnt you like about Halloween?	I don't like bloody movies and that one it's also like seeing really fake to me. If it's going to be a horror movie it needs to be based in reality.	Halloween	-2.0
CCPE-41cdd	12.0	Have you seen Forrest Gump?	Yes.	Forrest Gump	
CCPE-41cdd	15.0	What did you not like about Forrest Gump?	I thought it was pretty not a real story that could really happen, and I don't like how they mixed up the reality with the fantasy.	Forrest Gump	-2.0
CCPE-42d8e	8.0	any movie you like	I like the first Willy Wonka movie.	Willy Wonka & the Chocolate Factory	2.0
CCPE-42d8e	19.0	did you like the movie ant man?	I actually have not seen Ant-Man.	Ant-Man	
CCPE-42d8e	21.0	Did you like the movie Aladdin?	I haven't seen Aladdin either.	Aladdin	
CCPE-42d8e	35.0	what did you think of the movie frozen?	I don't really like it very much, just because of its reputation. But I've seen like parts of it, and it seems okay.	Frozen	-1.0
CCPE-42ee0	6.0	Can you tell me the title of one of your favorite movies?	Yes. One of my favorite movies is A Quiet Place.	A Quiet Place	3.0
CCPE-42ee0	12.0	Do you like movies like The Matrix?	Yeah, I do. I like The Matrix. It's keeps you on suspense, and it's kind of out there. It's a different kind of movie.	The Matrix	3.0
CCPE-42ee0	14.0	okay. what about movies like Despicable Me?	I like them. They're cute. It's a good family movie, as long as you know they're not very young. And it's humorous.	Despicable Me	2.0
CCPE-43503	3.0	Is there a specific movie you enjoy from this genre?	I really like the the Iron Man ones, the very first one especially, and the second one was really good. But I guess right now probably The Avengers. That series is just really good. The last one wasn't quite as good as the first two, but I hear good things about the second one, or the next one that's coming out, so I can't wait to see that one.	Iron Man	3.0
CCPE-43503	3.0	Is there a specific movie you enjoy from this genre?	I really like the the Iron Man ones, the very first one especially, and the second one was really good. But I guess right now probably The Avengers. That series is just really good. The last one wasn't quite as good as the first two, but I hear good things about the second one, or the next one that's coming out, so I can't wait to see that one.	Marvel's The Avengers	3.0
CCPE-43503	5.0	Are there any type of movies that you don't enjoy?	I am not a big horror fan. Lot of people like that like the Purge movies or I don't know, The House on Haunted Hill. I can't really think of a lot of the names cuz to me, they all just kind of sound the same, but It's not to say I won't watch one, but I just don't actively It'd probably be more one that I would maybe rent at rent at Redbox or watch at Netflix. It's not something that I would go be waiting on a Friday night	House on Haunted Hill	-1.0
